session name,session_id,session,track,eventConflicts,chair,length,paper_id,title,authors,chair email
Immersive Analytics and Virtual Reality,full12,,,,,1,v-full-1161,"2D, 2.5D, or 3D? An Exploratory Study on Multilayer Network Visualisations in Virtual Reality","Stefan Paul Feyer, Bruno Pinaud, Stephen Kobourov, Nicolas Brich, Michael Krone, Andreas Kerren, Michael Behrisch, Falk Schreiber, Karsten Klein",
Immersive Analytics and Virtual Reality,full12,,,,,1,v-full-1431,MeTACAST: Target- and Context-aware Spatial Selection in VR,"Lixiang Zhao, Tobias Isenberg, Fuqi Xie, Hai-Ning Liang, Lingyun Yu",
Immersive Analytics and Virtual Reality,full12,,,,,1,v-full-1606,Unraveling the Design Space of Immersive Analytics: A Systematic Review,"David Saffo, Sara Di Bartolomeo, Tarik Crnovrsanin, Laura South, Justin Raynor, Caglar Yildirim, Cody Dunne",
Immersive Analytics and Virtual Reality,full12,,,,,1,v-full-1492,"Wizualization: A ""Hard Magic"" Visualization System for Immersive and Ubiquitous Analytics","Andrea Batch, Peter William Scott Butcher, Panagiotis D. Ritsos, Niklas Elmqvist",
Journalism & the Public,full13,fri1,109(234),,Xavier Ho,1,v-full-1144,From shock to shift: Data visualization for constructive climate journalism,"Francesca Morini, Johanna Hartmann, Anna Eschenbacher, Marian Dörk",
Journalism & the Public,full13,,,,,1,v-tvcg-10130316,Towards Visualization Thumbnail Designs that Entice Reading Data-driven Articles,"Hwiyeon Kim, Joohee Kim, Yunha Han, Hwajung Hong, Oh-Sang Kwon, Young-Woo Park, Niklas Elmqvist, Sungahn Ko, Bum Chul Kwon",
Journalism & the Public,full13,,,,,1,v-full-1383,Embellishments Revisited: Perceptions of Embellished Visualisations Through the Viewer's Lens,"Muna Alebri, Enrico Costanza, Georgia Panagiotidou, Duncan P Brumby",
Journalism & the Public,full13,,,,,1,v-full-1254,"Enthusiastic and Grounded, Avoidant and Cautious: Understanding Public Receptivity to Data and Visualizations","Helen Ai He, Jagoda Walny, Sonja Thoma, Sheelagh Carpendale, Wesley Willett",
Journalism & the Public,full13,,,,,1,v-full-1513,Polarizing Political Polls: Visualization Design Choices Can Shape Public Opinion and Increase Political Polarization,"Eli Holder, Cindy Xiong Bearfield",
Layout Algorithms (Full+Short),full14,wed2,105(234),,Helen Purchase,1,v-tvcg-10122175,A Scalable Method for Readable Tree Layouts,"Kathryn Gray, Mingwei Li, Reyan Ahmed, Md. Khaledur Rahman, Ariful Azad, Stephen Kobourov, Katy Börner",
Layout Algorithms (Full+Short),full14,,,,,1,v-tvcg-10024360,Force-directed graph layouts revisited: a new force based on the t-Distribution,"Fahai Zhong, Mingliang Xue, Jian Zhang, Rui Ban, Oliver Deussen, Yunhai Wang",
Layout Algorithms (Full+Short),full14,,,,,1,v-tvcg-9814874,Target Netgrams: An Annulus-constrained Stress Model for Radial Graph Visualization,"Mingliang Xue, Yunhai Wang, Chang Han, Jian Zhang, Zheng Wang, Kaiyi Zhang, Christophe Hurter, Jian Zhao, Oliver Deussen",
Layout Algorithms (Full+Short),full14,,,,,1,v-full-1377,Cluster-Aware Grid Layout,"Yuxing Zhou, Weikai Yang, Jiashu Chen, Changjian Chen, Zhiyang Shen, Xiaonan Luo, Lingyun Yu, Shixia Liu",
Layout Algorithms (Full+Short),full14,,,,,1,v-full-1128,Radial Icicle Tree (RIT): Node Separation and Area Constancy,"Yuanzhe Jin, Tim de Jong, Martijn Tennekes, Min Chen",
Layout Algorithms (Full+Short),full14,,,,,1,v-short-1051,Projection Ensemble: Visualizing the Robust Structures of Multidimensional Projections,"Myeongwon Jung, Jiwon Choi, Jaemin Jo",
LLMs and Generative Models,full15,wed2,106(234),,Vidya Setlur,1,v-full-1114,AttentionViz: A Global View of Transformer Attention,"Catherine Yeh, Yida Chen, Aoyu Wu, Cynthia Chen, Fernanda Viegas, Martin Wattenberg",
LLMs and Generative Models,full15,,,,,1,v-tvcg-9964397,PhraseMap: Attention-based Keyphrases Recommendation for Information Seeking,"Yamei Tu, Rui Qiu, Yu-Shuen Wang, Po-Yin Yen, Han-Wei Shen",
LLMs and Generative Models,full15,,,,,1,v-tvcg-10056593,Visual Explanation for Open-domain Question Answering with BERT,"Zekai Shao, Shuran Sun, Yuheng Zhao, Siyuan Wang, Zhongyu Wei, Tao Gui, Cagatay Turkay, Siming Chen",
LLMs and Generative Models,full15,,,,,1,v-full-1197,CommonsenseVIS: Visualizing and Understanding Commonsense Reasoning Capabilities of Natural Language Models,"Xingbo Wang, Renfei Huang, Zhihua Jin, Tianqing Fang, Huamin Qu",
LLMs and Generative Models,full15,,,,,1,v-full-1292,Let the Chart Spark: Embedding Semantic Context into Chart with Generative Model,"Shishi Xiao, Suizi Huang, Yue LIN, Yilin Ye, Wei Zeng",
LLMs and Generative Models,full15,,,,,1,v-full-1066,PromptMagician: Interactive Prompt Engineering for Text-to-Image Creation,"Yingchaojie Feng, Xingbo Wang, Kam Kwai Wong, Sijia Wang, Yuhong Lu, Minfeng Zhu, Baicheng Wang, Wei Chen",
Machine Learning for Volume Visualization,full16,thur2,106(234),,Joshua A. Levine,1,v-tvcg-9852325,CoordNet: Data Generation and Visualization Generation for Time-Varying Volumes via a Coordinate-Based Neural Network,"Jun Han, Chaoli Wang",
Machine Learning for Volume Visualization,full16,,,,,1,v-tvcg-9920542,Deep Hierarchical Super Resolution for Scientific Data,"Skylar W. Wurster, Hanqi Guo, Han-Wei Shen, Thomas Peterka, Jiayi Xu",
Machine Learning for Volume Visualization,full16,,,,,1,v-tvcg-10175377,Interactive Volume Visualization via Multi-Resolution Hash Encoding based Neural Representation,"Qi Wu, David Bauer, Michael J. Doyle, Kwan-Liu Ma",
Machine Learning for Volume Visualization,full16,,,,,1,v-full-1036,Adaptively Placed Multi-Grid Scene Representation Networks for Large-Scale Data Visualization,"Skylar W. Wurster, Tianyu Xiong, Han-Wei Shen, Hanqi Guo, Tom Peterka",
Machine Learning for Volume Visualization,full16,,,,,1,v-full-1039,Photon Field Networks for Dynamic Real-Time Volumetric Global Illumination,"David Bauer, Qi Wu, Kwan-Liu Ma",
Machine Learning for Volume Visualization,full16,,,,,1,v-full-1215,PSRFlow: Probabilistic Super Resolution with Flow-Based Models for Scientific Data,"Jingyi Shen, Han-Wei Shen",
Medical and Biomedical Applications,full17,thur4,105(234),,Kai Lawonn,1,v-full-1290,HealthPrism: A Visual Analytics System for Exploring Children's Physical and Mental Health Profiles with Multimodal Data,"Zhihan Jiang, Handi Chen, Rui Zhou, Jing Deng, Xinchen Zhang, Running Zhao, Cong Xie, Yifang Wang, Edith Ngai",
Medical and Biomedical Applications,full17,,,,,1,v-full-1279,Marjorie: Visualizing Type 1 Diabetes Data to Support Pattern Exploration,"Anna Scimone, Klaus Eckelt, Marc Streit, Andreas Hinterreiter",
Medical and Biomedical Applications,full17,,,,,1,v-full-1389,Roses Have Thorns: Understanding the Downside of Oncological Care Delivery Through Visual Analytics and Sequential Rule Mining,"Carla Gabriela Floricel, Andrew Wentzel, Abdallah Mohamed, Clifton David Fuller, Guadalupe Canahuate, G. Elisabeta Marai",
Medical and Biomedical Applications,full17,,,,,1,v-tvcg-10005035,MitoVis: A Unified Visual Analytics System for End-to-End Neuronal Mitochondria Analysis,"JunYoung Choi, Hyun-Jic Oh, Hakjun Lee, Suyeon Kim, Seok-Kyu Kwon, Won-Ki Jeong",
Medical and Biomedical Applications,full17,,,,,1,v-tvcg-10143227,PanVA: Pangenomic Variant Analysis,"Astrid van den Brandt, Eef M. Jonkheer, Dirk-Jan M. van Workum, Huub van de Wetering, Sandra Smit, Anna Vilanova",
Medical and Biomedical Applications,full17,,,,,1,v-full-1346,Leveraging Historical Medical Records as a Proxy via Multimodal Modeling and Visualization to Enrich Medical Diagnostic Learning,"Yang Ouyang, Yuchen Wu, He Wang, Chenyang Zhang, Furui Cheng, Chang Jiang, Lixia Jin, Yuanwu Cao, Quan Li",
ML for VIS,full18,thur3,109(234),,Nan Cao,1,v-full-1194,Data Type Agnostic Visual Sensitivity Analysis,"Nikolaus Piccolotto, Markus Bögl, Christoph Muehlmann, Klaus Nordhausen, Peter Filzmoser, Johanna Schmidt, Silvia Miksch",
ML for VIS,full18,,,,,1,v-full-1223,LiveRetro: Visual Analytics for Strategic Retrospect in Livestream E-Commerce,"Yuchen Wu, Yuansong Xu, Shenghan Gao, Xingbo Wang, Wenkai Song, Zhiheng Nie, Xiaomeng Fan, Quan Li",
ML for VIS,full18,,,,,1,v-tvcg-10149378,Towards Better Modeling with Missing Data: A Contrastive Learning-based Visual Analytics Perspective,"Laixin Xie, Yang Ouyang, Longfei Chen, Ziming Wu, Quan Li",
ML for VIS,full18,,,,,1,v-tvcg-10034833,uxSense: Supporting User Experience Analysis with Visualization and Computer Vision,"Andrea Batch, Yipeng Ji, Mingming Fan, Jian Zhao, Niklas Elmqvist",
ML for VIS,full18,,,,,1,v-full-1567,Data Formulator: AI-powered Concept-driven Visualization Authoring,"Chenglong Wang, John R Thompson, Bongshin Lee",
ML for VIS,full18,,,,,1,v-full-1420,InvVis: Large-Scale Data Embedding for Invertible Visualization,"Huayuan Ye, Chenhui Li, Yang Li, Changbo Wang",
Natural Language,full19,thur1,109(234),,Andreas Kerren,1,v-full-1284,TransforLearn: Interactive Visual Tutorial for the Transformer Model,"Lin Gao, Zekai Shao, Ziqin LUO, Haibo Hu, Cagatay Turkay, Siming Chen",
Natural Language,full19,,,,,1,v-tvcg-10153659,Creating Emordle: Animating Word Cloud for Emotion Expression,"Liwenhan Xie, Xinhuan Shu, Jeon Cheol Su, Yun Wang, Siming Chen, Huamin Qu",
Natural Language,full19,,,,,1,v-tvcg-9939115,DocFlow: A Visual Analytics System for Question-based Document Retrieval and Categorization,"Rui Qiu, Yamei Tu, Yu-Shuen Wang, Po-Yin Yen, Han-Wei Shen",
Natural Language,full19,,,,,1,v-tvcg-10015807,ShortcutLens: A Visual Analytics Approach for Exploring Shortcuts in Natural Language Understanding Dataset,"Zhihua Jin, Xingbo Wang, Furui Cheng, Chunhui Sun, Qun Liu, Huamin Qu",
Natural Language,full19,,,,,1,v-tvcg-10026499,XNLI: Explaining and Diagnosing NLI-based Visual Data Analysis,"Yingchaojie Feng, Xingbo Wang, Bo Pan, Kam Kwai Wong, Yi Ren, Shi Liu, Zihan Yan, Yuxin Ma, Huamin Qu, Wei Chen",
Natural Language,full19,,,,,1,v-full-1510,Large-Scale Evaluation of Topic Models and Dimensionality Reductions for 2D Text Spatialization,"Daniel Atzberger, Tim Cech, Rico Richter, Matthias Trapp, Willy Scheibel, Jürgen Döllner, Tobias Schreck",
Perception,full20,thur3,105(234),,Cindy Xiong Bearfield,1,v-tvcg-9978718,The Risks of Ranking: Revisiting Graphical Perception to Model Individual Differences in Visualization Performance,"Russell Davis, Xiaoying Pu, Yiren Ding, Brian D. Hall, Karen Bonilla, Mi Feng, Matthew Kay, Lane Harrison",
Perception,full20,,,,,1,v-full-1229,Design Characterization for Black-and-White Textures in Visualization,"Tingying He, Yuanyang Zhong, Petra Isenberg, Tobias Isenberg",
Perception,full20,,,,,1,v-full-1250,Image or Information?  Examining the Nature and Impact of Visualization Perceptual Classification,"Anjana Arunkumar, Lace M. Padilla, Gi-Yeul Bae, Chris Bryan",
Perception,full20,,,,,1,v-full-1655,Perception of Line Attributes for Visualization,"Anna Sterzik, Nils Lichtenberg, Jana Wilms, Michael Krone, Douglas Cunningham, Kai Lawonn",
Perception,full20,,,,,1,v-full-1509,Perceptually Uniform Construction of Illustrative Textures,"Anna Sterzik, Monique Meuschke, Douglas Cunningham, Kai Lawonn",
Perception,full20,,,,,1,v-full-1016,Too Many Cooks: Exploring How Graphical Perception Studies Influence Visualization Recommendations in Draco,"Zehua Zeng, Junran Yang, Dominik Moritz, Jeffrey Heer, Leilani Battle",
Scientific Visualization,full21,fri1,103(132),,Ingrid Hotz,1,v-tvcg-9905473,Electromechanical Coupling in Electroactive Polymers - a Visual Analysis of a Third-Order Tensor Field,"Chiara Hergl, Carina Witt, Baldwin Nsonga, Andreas Menzel, Gerik Scheuermann",
Scientific Visualization,full21,,,,,1,v-tvcg-9992117,GPU Accelerated 3D Tomographic Reconstruction and Visualization from Noisy Electron Microscopy Tilt-Series,"Julio Rey Ramirez,Peter Rautek,Ciril Bohak,Ondrej Strnad,Zheyuan Zhang,Sai Li,Ivan Viola,Wolfgang Heidrich",
Scientific Visualization,full21,,,,,1,v-tvcg-10091196,RadVolViz: An Information Display-Inspired Transfer Function Editor for Multivariate Volume Visualization,"Ayush Kumar, Xinyu Zhang, Huolin L. Xin, Hanfei Yan, Xiaojing Huang, Wei Xu, Klaus Mueller",
Scientific Visualization,full21,,,,,1,v-full-1209,A General Framework for Progressive Data Compression and Retrieval,"Victor A. P. Magri, Peter Lindstrom",
Scientific Visualization,full21,,,,,1,v-full-1288,Differentiable Design Galleries: A Differentiable Approach to Explore the Design Space of Transfer Functions,"Bo Pan, Jiaying Lu, Haoxuan Li, Weifeng Chen, Yiyao Wang, Minfeng Zhu, Chenhao Yu, Wei Chen",
Scientific Visualization,full21,,,,,1,v-full-1202,Residency Octree: A Hybrid Approach for Scalable Web-Based Multi-Volume Rendering,"Lukas Herzberger, Markus Hadwiger, Robert Krüger, Peter Sorger, Hanspeter Pfister, Eduard Gröller, Johanna Beyer",
Situated Analytics and Augmented Reality (Full+Short),full22,thur4,109(234),,Maxime Cordeil,1,v-full-1795,ARGUS: Visualization of AI-assisted Task Guidance in AR,"Sonia Castelo Quispe, João Rulff, Erin McGowan, Bea Steers, Guande Wu, Shaoyu Chen, Iran Roman, Roque Lopez, Ethan Brewer, Chen Zhao, Jing Qian, Kyunghyun Cho, He He, Qi Sun, Huy T. Vo, Juan Pablo Bello, Michael Krone, Claudio Silva",
Situated Analytics and Augmented Reality (Full+Short),full22,,,,,1,v-tvcg-10149486,The Reality of the Situation: A Survey of Situated Analytics,"Sungbok Shin, Andrea Batch, Peter W. S. Butcher, Panagiotis D. Ritsos, Niklas Elmqvist",
Situated Analytics and Augmented Reality (Full+Short),full22,,,,,1,v-full-1297,Design Patterns for Situated Visualization in Augmented Reality,"Benjamin Lee, Michael Sedlmair, Dieter Schmalstieg",
Situated Analytics and Augmented Reality (Full+Short),full22,,,,,1,v-full-1299,Handling Non-Visible Referents in Situated Visualizations,"Ambre Assor, Arnaud Prouzeau, Martin Hachet, Pierre Dragicevic",
Situated Analytics and Augmented Reality (Full+Short),full22,,,,,1,v-full-1532,RL-LABEL: A Deep Reinforcement Learning Approach Intended for AR Label Placement in Dynamic Scenarios,"Zhutian Chen, Daniele Chiappalupi, Tica Lin, Yalong Yang, Johanna Beyer, Hanspeter Pfister",
Situated Analytics and Augmented Reality (Full+Short),full22,,,,,1,v-short-1191,Quantifying the Impact of XR Visual Guidance on User Performance Using a Large-Scale Virtual Assembly Experiment,"Leon Pietschmann, Paul-David Zuercher, Erik Bubík, Zhutian Chen, Hanspeter Pfister, Thomas Bohné",
Sports and Spatial Management,full23,thur1,106(234),,Charles Perin,1,v-full-1329,FSLens: A Visual Analytics Approach to Evaluating and Optimizing the Spatial Layout of Fire Stations,"Longfei Chen, He Wang, Yang Ouyang, Yang Zhou, Naiyu Wang, Quan Li",
Sports and Spatial Management,full23,,,,,1,v-full-1344,HoopInSight: Analyzing and Comparing Basketball Shooting Performance Through Visualization,"Yu Fu, John Stasko",
Sports and Spatial Management,full23,,,,,1,v-full-1240,SkiVis: Visual Exploration and Route Planning in Ski Resorts,"Julius Rauscher, Raphael Buchmüller, Daniel Keim, Matthias Miller",
Sports and Spatial Management,full23,,,,,1,v-tvcg-10076255,Analysis of Wildfire Visualization Systems for Research and Training: Are They up for the Challenge of the Current State of Wildfires?,"Carlos A. Tirado Cortes, Susanne Thurow, Alex Ong, Jason J. Sharples, Tomasz Bednarz, Grant Stevens, Dennis Del Favero",
Sports and Spatial Management,full23,,,,,1,v-tvcg-9894103,Team-Builder: Toward More Effective Lineup Selection in Soccer,"Anqi Cao, Ji Lan, Xiao Xie, Hongyu Chen, Xiaolong (Luke) Zhang, Hui Zhang, Yingcai Wu",
Sports and Spatial Management,full23,,,,,1,v-full-1002,Action-Evaluator: A Visualization Approach for Player Action Evaluation in Soccer,"Anqi Cao, Xiao Xie, Mingxu Zhou, Hui Zhang, Mingliang Xu, Yingcai Wu",
Storytelling,full24,wed1,105(234),,Bongshin Lee,1,v-tvcg-9998319,From Invisible to Visible: Impacts of Metadata in Communicative Data Visualization,"Alyxander Burns, Christiana Lee, Thai On, Cindy Xiong Bearfield, Evan Peck, Narges Mahyar",
Storytelling,full24,,,,,1,v-tvcg-9887905,ScrollyVis: Interactive Visual Authoring of Guided Dynamic Narratives for Scientific Scrollytelling,"Eric Moerth, Stefan Bruckner, Noeska N. Smit",
Storytelling,full24,,,,,1,v-full-1758,Character-Oriented Design for Visual Data Storytelling,"Keshav Dasu, Yun-Hsin Kuo, Kwan-Liu Ma",
Storytelling,full24,,,,,1,v-full-1049,Data Player: Automatic Generation of Data Videos with Narration-Animation Interplay,"Leixian Shen, yizhi zhang, Haidong Zhang, Yun Wang",
Storytelling,full24,,,,,1,v-full-1158,EmphasisChecker: A Tool for Guiding Chart and Caption Emphasis,"Dae Hyun Kim, Seulgi Choi, Juho Kim, Vidya Setlur, Maneesh Agrawala",
Storytelling,full24,,,,,1,v-full-1311,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback,"Guande Wu, Shunan Guo, Jane Hoffswell, Gromit Yeuk-Yin Chan, Ryan Rossi, Eunyee Koh",
Time Series Data,full25,thur4,104(132),,Silvia Miksch,1,v-tvcg-9895311,DOMINO: Visual Causal Reasoning with Time-Dependent Phenomena,"Jun Wang, Klaus Mueller",
Time Series Data,full25,,,,,1,v-full-1079,Attribute-Aware RBFs: Interactive Visualization of Time Series Particle Volumes Using RT Core Range Queries,"Nate Morrical, Stefan Zellmann, Alper Sahistan, Patrick Shriwise, Valerio Pascucci",
Time Series Data,full25,,,,,1,v-full-1449,Reclaiming the Horizon: Novel Visualization Designs for Time-Series Data with Large Value Ranges,"Daniel Braun, Rita Borgo, Max Sondag, Tatiana von Landesberger",
Time Series Data,full25,,,,,1,v-full-1082,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,"Yang Shi, Bingchang Chen, Ying Chen, Zhuochen Jin, Ke Xu, Xiaohan Jiao, Tian Gao, Nan Cao",
Time Series Data,full25,,,,,1,v-full-1321,TimeTuner: Diagnosing Time Representations for Time-Series Forecasting with Counterfactual Explanations,"Jianing Hao, Qing Shi, Yilin Ye, Wei Zeng",
Time Series Data,full25,,,,,1,v-full-1179,Visualizing Large-Scale Spatial Time Series with GeoChron,"Zikun Deng, Shifu Chen, Tobias Schreck, Dazhen Deng, Tan Tang, Mingliang Xu, Di Weng, Yingcai Wu",
Topology and Morse Theory,full26,thur3,106(234),,Bei Wang Phillips,1,v-tvcg-10021892,Discrete Morse Sandwich: Fast Computation of Persistence Diagrams for Scalar Data -- An Algorithm and A Benchmark,"Pierre Guillou, Jules Vidal, Julien Tierny",
Topology and Morse Theory,full26,,,,,1,v-tvcg-10081444,Parallel Computation of Piecewise Linear Morse-Smale Segmentations,"Robin G. C. Maack, Jonas Lukasczyk, Julien Tierny, Hans Hagen, Ross Maciejewski, Christoph Garth",
Topology and Morse Theory,full26,,,,,1,v-tvcg-9920234,Principal Geodesic Analysis of Merge Trees (and Persistence Diagrams),"Mathieu Pont, Jules Vidal, Julien Tierny",
Topology and Morse Theory,full26,,,,,1,v-full-1554,A Comparative Study of the Perceptual Sensitivity of Topological Visualizations to Feature Variations,"Tushar M. Athawale, Bryan Triana, Tanmay Kotha, David Pugmire, Paul Rosen",
Topology and Morse Theory,full26,,,,,1,v-full-1663,ExTreeM: Scalable Augmented Merge Tree Computation via Extremum Graphs,"Jonas Lukasczyk, Michael Will, Florian Wetzels, Gunther H Weber, Christoph Garth",
Topology and Morse Theory,full26,,,,,1,v-full-1463,Merge Tree Geodesics and Barycenters with Path Mappings,"Florian Wetzels, Mathieu Pont, Julien Tierny, Christoph Garth",
Topology Applications,full27,thur4,106(234),,Filip Sadlo,1,v-full-1609,TROPHY: A Topologically Robust Physics-Informed Tracking Framework for Tropical Cyclone,"Lin Yan, Hanqi Guo, Tom Peterka, Bei Wang Phillips, Jiali Wang",
Topology Applications,full27,,,,,1,v-full-1295,A Local Iterative Approach for the Extraction of 2D Manifolds from Strongly Curved and Folded Thin-Layer Structures,"Nicolas Klenert, Verena Lepper, Daniel Baum",
Topology Applications,full27,,,,,1,v-full-1222,A Task-Parallel Approach for Localized Topological Data Structures,"Guoxi Liu, Federico Iuricich",
Topology Applications,full27,,,,,1,v-full-1360,Global Topology of 3D Symmetric Tensor Fields,"Shih-Hsuan Hung, Yue Zhang, Eugene Zhang",
Topology Applications,full27,,,,,1,v-full-1319,Interactive Design and Optics-Based Visualization of Arbitrary Non-Euclidean Kaleidoscopic Orbifolds,"Jinta Zheng, Eugene Zhang, Yue Zhang",
Topology Applications,full27,,,,,1,v-full-1616,TopoSZ: Preserving Topology in Error-Bounded Lossy Compression,"Lin Yan, Xin Liang, Hanqi Guo, Bei Wang Phillips",
Trust and Bias,full28,wed2,109(234),,Evanthia Dimara,1,v-tvcg-10002893,Reasoning Affordances with Tables and Bar Charts,"Cindy Xiong Bearfield, Elsie Lee-Robbins, Icy Zhang, Aimen Gaba, Steven L Franconeri",
Trust and Bias,full28,,,,,1,v-full-1531,Average Estimates in Line Graphs are Biased Towards Areas of Higher Variability,"Dominik Moritz, Lace M. Padilla, Francis Nguyen, Steven L Franconeri",
Trust and Bias,full28,,,,,1,v-full-1196,Eleven Years of Gender Data Visualization: Towards more Inclusive Gender Representation,"Florent Cabric, Margret Vilborg Bjarnadottir, Meng Ling, Gudbjörg Linda Rafnsdóttir, Petra Isenberg",
Trust and Bias,full28,,,,,1,v-full-1073,"My Model is Unfair, Do People Even Care? Visual Design Affects Trust and Perceived Bias in Machine Learning","Aimen Gaba, Zhanna Kaufman, Jason Cheung, Marie Shvakel, Kyle Wm Hall, Yuriy Brun, Cindy Xiong Bearfield",
Trust and Bias,full28,,,,,1,v-full-1778,The Rational Agent Benchmark for Data Visualization,"Yifan Wu, Ziyang Guo, Michalis Mamakos, Jason Hartline, Jessica Hullman",
Trust and Bias,full28,,,,,1,v-full-1522,Vistrust: a Multidimensional Framework and Empirical Study of Trust in Data Visualizations,"Hamza Elhamdadi, Adam Stefkovics, Johanna Beyer, Eric Moerth, Hanspeter Pfister, Cindy Xiong Bearfield, Carolina Nobre",
VIS for Data Scientists,full29,wed1,109(234),,Kate Isaacs,1,v-tvcg-10077087,Are Metrics Enough? Guidelines for Communicating and Visualizing Predictive Models to Subject Matter Experts,"Ashley Suh, Gabriel Appleby, Erik W. Anderson, Luca Finelli, Remco Chang, Dylan Cashman",
VIS for Data Scientists,full29,,,,,1,v-full-1559,Dataopsy: Scalable and Fluid Visual Exploration using Aggregate Query Sculpting,"Md Naimul Hoque, Niklas Elmqvist",
VIS for Data Scientists,full29,,,,,1,v-full-1517,Dead or Alive: Continuous Data Profiling for Interactive Data Science,"Will Epperson, Vaishnavi Gorantla, Dominik Moritz, Adam Perer",
VIS for Data Scientists,full29,,,,,1,v-full-1787,EVM: Incorporating Model Checking into Exploratory Visual Analysis,"Alex Kale, Ziyang Guo, xiaoli Qiao, Jeffrey Heer, Jessica Hullman",
VIS for Data Scientists,full29,,,,,1,v-full-1594,VISPUR: Visual Aids for Identifying and Interpreting Spurious Associations in Data-Driven Decisions,"Xian Teng, Yongsu Ahn, Yu-Ru Lin",
VIS for Data Scientists,full29,,,,,1,v-full-1508,Visualization According to Statisticians: An Interview Study on the Role of Visualization for Inferential Statistics,"Eric Newburger, Niklas Elmqvist",
VIS for ML,full30,wed4,109(234),,Shixia Liu,1,v-full-1227,A Comparative Visual Analytics Framework for Evaluating Evolutionary Processes in Multi-objective Optimization,"Yansong Huang, Zherui Zhang, Ao Jiao, Yuxin Ma, Ran Cheng",
VIS for ML,full30,,,,,1,v-tvcg-9937145,The Transform-and-Perform framework: Explainable deep learning beyond classification,"Vidya Prasad, Ruud J. G. van Sloun, Stef van den Elzen, Anna Vilanova, Nicola Pezzotti",
VIS for ML,full30,,,,,1,v-tvcg-9937064,Visual Exploration of Machine Learning Model Behavior with Hierarchical Surrogate Rule Sets,"Jun Yuan, Brian Barr, Kyle Overton, Enrico Bertini",
VIS for ML,full30,,,,,1,v-full-1753,Are We Closing the Loop Yet? Gaps in the Generalizability of VIS4ML Research,"Hariharan Subramonyam, Jessica Hullman",
VIS for ML,full30,,,,,1,v-full-1694,Explore Your Network in Minutes: A Rapid Prototyping Toolkit for Understanding Neural Networks with Visual Analytics,"Shaoxuan Lai, Wanna Luan, Jun Tao",
VIS for ML,full30,,,,,1,v-full-1550,OW-Adapter: Human-Assisted Open-World Object Detection with a Few Examples,"Suphanut Jamonnak, Jiajing Guo, Wenbin He, Liang Gou, Liu Ren",
Visualization Design and User Experience,full31,thur2,105(234),,Melanie Tory,1,v-tvcg-9855227,VisRecall: Quantifying Information Visualisation Recallability via Question Answering,"Yao Wang, Chuhan Jiao, Mihai Bâce, Andreas Bulling",
Visualization Design and User Experience,full31,,,,,1,v-full-1021,A Computational Design Pipeline to Fabricate Sensing Network Physicalizations,"S. Sandra Bae, Takanori Fujiwara, Anders Ynnerman, Ellen Yi-Luen Do, Michael L Rivera, Danielle Albers Szafir",
Visualization Design and User Experience,full31,,,,,1,v-full-1573,Designing for Ambiguity in Visual Analytics: Lessons from Risk Assessment and Prediction,"Stan Nowak, Lyn Bartram",
Visualization Design and User Experience,full31,,,,,1,v-full-1020,Dupo: A Mixed-Initiative Authoring Tool for Responsive Visualization,"Hyeok Kim, Ryan Rossi, Jessica Hullman, Jane Hoffswell",
Visualization Design and User Experience,full31,,,,,1,v-full-1160,InkSight: Leveraging Sketch Interaction for Documenting Chart Findings in Computational Notebooks,"Yanna Lin, Haotian Li, Leni Yang, Aoyu Wu, Huamin Qu",
Visualization Design and User Experience,full31,,,,,1,v-full-1159,Why Change My Design: Explaining Poorly Constructed Visualization Designs with Explorable Explanations,"Leo Yu-Ho Lo, Yi-Fan Cao, Leni Yang, Huamin Qu",
Visualization for Humanities and Social Sciences (Full+Short),full32,wed3,109(234),,TBD,1,v-full-1104,InnovationInsights: A Visual Analytics Approach for Understanding the Dual Frontiers between Science and Technology,"Yifang Wang, Yifan Qian, Xiaoyu Qi, Nan Cao, Dashun Wang",
Visualization for Humanities and Social Sciences (Full+Short),full32,,,,,1,v-full-1274,LiberRoad: Probing into the Journey of Chinese Classics through Visual Analytics,"Yuhan Guo, Yuchu Luo, Keer Lu, Linfang Li, haizheng Yang, Xiaoru Yuan",
Visualization for Humanities and Social Sciences (Full+Short),full32,,,,,1,v-full-1387,Visualizing Historical Book Trade Data: An Iterative Design Study with Close Collaboration with Domain Experts,"Yiwen Xing, Cristina Dondi, Rita Borgo, Alfie Abdul-Rahman",
Visualization for Humanities and Social Sciences (Full+Short),full32,,,,,1,v-full-1333,OldVisOnline: Curating a Dataset of Historical Visualizations,"Yu Zhang, Ruike Jiang, Liwenhan Xie, Yuheng Zhao, Can Liu, Tianhong Ding, Siming Chen, Xiaoru Yuan",
Visualization for Humanities and Social Sciences (Full+Short),full32,,,,,1,v-short-1027,What Exactly is an Insight? A Literature Review,"Leilani Battle, Alvitta Ottley",
Visualization for Humanities and Social Sciences (Full+Short),full32,,,,,1,v-short-1083,WhaleVis: Visualizing the History of Commercial Whaling,"Ameya B Patil, Zoe Rand, Trevor Branch, Leilani Battle",
